Table of all the aphids sampled for the study in order to collect different H. defensa strains;;;;;;;;;;;;;;;;;;;;;
Samples with incomplete information or uncertainties were removed from this table;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
sample_id: unique identifier for each aphid clonal line;;;;;;;;;;;;;;;;;;;;;
latitude: latitude of the sampling;;;;;;;;;;;;;;;;;;;;;
longitude: longitude of the sampling;;;;;;;;;;;;;;;;;;;;;
site: general name covering multiple samples from the same location (roughly 200m diameter circle);;;;;;;;;;;;;;;;;;;;;
year: year of the collection;;;;;;;;;;;;;;;;;;;;;
plant_species: host plant from which the sample was collected;;;;;;;;;;;;;;;;;;;;;
aphid_species: species name of the collected sample;;;;;;;;;;;;;;;;;;;;;
extracted_DNA: was the DNA extracted and used for symbiont identification? (0: no / 1: yes);;;;;;;;;;;;;;;;;;;;;
notes: Relevant information on the sample. In this cleaned version of the dataset without incomplete samples it only indicates lines that we failed at maintaining alive in laboratory conditions;;;;;;;;;;;;;;;;;;;;;
Buchnera_presence: was the presence of Buchnera aphidicola confirmed by PCR? (0: no / 1: yes);;;;;;;;;;;;;;;;;;;;;
Hamiltonella_presence: was the presence of Hamiltonella defensa confirmed by PCR? (0: no / 1: yes);;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
sample_id;latitude;longitude;site;year;plant_species;aphid_species;extracted_DNA;notes;Buchnera_presence;Hamiltonella_presence;;;;;;;;;;;
Y20-0001;47.40459388;8.65612252;Schlueweg;2020;Beta_vulgaris;Aphis_fabae_fabae;0;dead;0;0;;;;;;;;;;;
Y20-0002;47.4047817;8.65626853;Schlueweg;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;0;;;;;;;;;;;
Y20-0003;47.40472929;8.65639017;Schlueweg;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;1;;;;;;;;;;;
Y20-0004;47.40479567;8.65643351;Schlueweg;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;1;;;;;;;;;;;
Y20-0005;47.40477269;8.65637586;Schlueweg;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;1;;;;;;;;;;;
Y20-0006;47.40477269;8.65637586;Schlueweg;2020;Beta_vulgaris;Aphis_fabae_fabae;0;dead;0;0;;;;;;;;;;;
Y20-0007;47.40491312;8.65666508;Schlueweg;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;0;;;;;;;;;;;
Y20-0008;47.40490536;8.65667394;Schlueweg;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;0;;;;;;;;;;;
Y20-0009;47.40495558;8.65673085;Schlueweg;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;1;;;;;;;;;;;
Y20-0010;47.40507215;8.65685139;Schlueweg;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;0;;;;;;;;;;;
Y20-0011;47.40506687;8.65684851;Schlueweg;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;1;;;;;;;;;;;
Y20-0012;47.40508098;8.65687949;Schlueweg;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;0;;;;;;;;;;;
Y20-0013;47.40526704;8.65684522;Schlueweg;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;0;;;;;;;;;;;
Y20-0014;47.41108002;8.54873991;Birnbaumstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0015;47.40450798;8.60909298;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0016;47.40462898;8.60924846;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;1;;;;;;;;;;;
Y20-0017;47.40444137;8.60928557;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;1;;;;;;;;;;;
Y20-0018;47.40427662;8.60943596;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0019;47.40437052;8.60958805;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;0;dead;0;0;;;;;;;;;;;
Y20-0020;47.40455747;8.60988697;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0021;47.40440629;8.60982571;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0022;47.40423503;8.61021884;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;0;dead;0;0;;;;;;;;;;;
Y20-0023;47.40447973;8.6102633;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0024;47.40447265;8.61031452;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0025;47.40434159;8.61023624;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;0;dead;0;0;;;;;;;;;;;
Y20-0026;47.40422183;8.61058746;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;0;dead;0;0;;;;;;;;;;;
Y20-0027;47.40437789;8.61047206;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;1;;0;0;;;;;;;;;;;
Y20-0028;47.40400939;8.61060979;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0029;47.40431959;8.6108039;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;0;dead;0;0;;;;;;;;;;;
Y20-0030;47.40439372;8.61084836;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0031;47.40440782;8.61087612;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;0;dead;0;0;;;;;;;;;;;
Y20-0032;47.40441292;8.61090497;Überlandstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0033;47.40446143;8.61098829;Föhrliweg;2020;Urtica_dioica;Aphis_urticata;0;dead;0;0;;;;;;;;;;;
Y20-0034;47.40442673;8.61130073;Föhrliweg;2020;Urtica_dioica;Aphis_urticata;0;dead;0;0;;;;;;;;;;;
Y20-0035;47.42421219;8.58447262;Wallisellerstrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;0;;;;;;;;;;;
Y20-0036;47.4240923;8.58442078;Wallisellerstrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;0;;;;;;;;;;;
Y20-0037;47.42404057;8.58432144;Wallisellerstrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;0;;;;;;;;;;;
Y20-0038;47.42404634;8.58436859;Wallisellerstrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;1;;;;;;;;;;;
Y20-0039;47.42387541;8.58441439;Grätzlistrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;0;;;;;;;;;;;
Y20-0040;47.42384913;8.58450231;Grätzlistrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;1;;;;;;;;;;;
Y20-0041;47.42381303;8.58448203;Grätzlistrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;0;;;;;;;;;;;
Y20-0042;47.42380304;8.58456789;Grätzlistrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;1;;;;;;;;;;;
Y20-0043;47.42378178;8.58445498;Grätzlistrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;0;;;;;;;;;;;
Y20-0044;47.42364877;8.58457821;Grätzlistrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;1;;;;;;;;;;;
Y20-0045;47.42359903;8.58455644;Grätzlistrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;0;0;;;;;;;;;;;
Y20-0046;47.42359023;8.58452531;Grätzlistrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;0;;;;;;;;;;;
Y20-0047;47.38232569;8.53802836;Sihlquai;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0048;47.38274624;8.53756341;Sihlquai;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0049;47.38564778;8.53306801;Kornhausbrücke;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0050;47.38789771;8.53162478;Wasserwerkstrasse;2020;Urtica_dioica;Aphis_urticata;1;;0;0;;;;;;;;;;;
Y20-0051;47.3879537;8.53150418;Wasserwerkstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0052;47.38985437;8.52812861;Wasserwerkstrasse;2020;Urtica_dioica;Aphis_urticata;1;;0;0;;;;;;;;;;;
Y20-0053;47.38989536;8.52743418;Sihlquai;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0054;47.39033483;8.52731349;Hönggerstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0055;47.4917;8.44428;Steinmaur;2020;Urtica_dioica;Aphis_urticata;1;;1;1;;;;;;;;;;;
Y20-0056;47.48762;8.45384;Steinmaur;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0057;47.49201;8.44541;Steinmaur;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0058;47.49157;8.45483;Steinmaur;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0059;47.48906;8.45578;Steinmaur;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0060;47.4885;8.45115;Steinmaur;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0061;47.49206;8.44197;Steinmaur;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0062;47.49075;8.45625;Steinmaur;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0063;47.49169;8.44334;Steinmaur;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0064;47.49007;8.45699;Steinmaur;2020;Urtica_dioica;Aphis_urticata;0;dead;0;0;;;;;;;;;;;
Y20-0065;47.56954;8.4176;Kaiserstuhl;2020;Hedera_helix;Aphis_hederae;0;dead;0;0;;;;;;;;;;;
Y20-0066;47.56963;8.41774;Kaiserstuhl;2020;Hedera_helix;Aphis_hederae;1;;1;1;;;;;;;;;;;
Y20-0067;47.49191;8.4427;Niedersteinmaur;2020;Hedera_helix;Aphis_hederae;1;;1;1;;;;;;;;;;;
Y20-0068;47.48905;8.44925;Niedersteinmaur;2020;Hedera_helix;Aphis_hederae;0;dead;0;0;;;;;;;;;;;
Y20-0069;47.4917;8.44778;Niedersteinmaur;2020;Hedera_helix;Aphis_hederae;1;;1;0;;;;;;;;;;;
Y20-0070;47.48942;8.45665;Niedersteinmaur;2020;Hedera_helix;Aphis_hederae;0;dead;0;0;;;;;;;;;;;
Y20-0071;47.54436;8.40279;Fisibach;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0072;47.56965;8.41801;Fisibach;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0073;47.56992;8.41823;Fisibach;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0074;47.56976;8.41823;Fisibach;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0075;47.5389;8.40425;Fisibach;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0076;47.431996;8.579668;Opfikon;2020;Urtica_dioica;Aphis_urticata;0;dead;0;0;;;;;;;;;;;
Y20-0077;47.423429;8.589478;Opfikon;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0078;47.430756;8.578939;Opfikon;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0079;47.421811;8.590943;Opfikon;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0080;47.429676;8.592429;Opfikon;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0081;47.40344845;8.6142148;Kriesbachstrasse;2020;Hedera_helix;Aphis_hederae;1;;1;0;;;;;;;;;;;
Y20-0082;47.40347905;8.61397388;Kriesbachstrasse;2020;Hedera_helix;Aphis_hederae;1;;1;0;;;;;;;;;;;
Y20-0083;47.40297455;8.61395769;Kriesbachstrasse;2020;Hedera_helix;Aphis_hederae;1;;1;1;;;;;;;;;;;
Y20-0084;47.40610494;8.61913138;Zwinggarten;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0085;47.40629508;8.61879967;Zwinggarten;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0086;47.40602012;8.6188919;Zwinggarten;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0087;47.40593974;8.61889138;Zwinggarten;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0088;47.40610218;8.61845493;Zwinggarten;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0089;47.40585931;8.61854234;Zwinggarten;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0090;47.4055956;8.61372713;Gumpisbüelstrasse;2020;Hedera_helix;Aphis_hederae;0;dead;0;0;;;;;;;;;;;
Y20-0091;47.40559117;8.6136027;Kriesbachstrasse;2020;Hedera_helix;Aphis_hederae;1;;1;0;;;;;;;;;;;
Y20-0092;47.40560072;8.61356421;Kriesbachstrasse;2020;Hedera_helix;Aphis_hederae;1;;1;0;;;;;;;;;;;
Y20-0093;47.40586666;8.61328479;Kriesbachstrasse;2020;Hedera_helix;Aphis_hederae;1;;1;0;;;;;;;;;;;
Y20-0094;47.40559606;8.61323486;Föhrlibuckstrasse;2020;Hedera_helix;Aphis_hederae;0;dead;0;0;;;;;;;;;;;
Y20-0095;47.40546308;8.61323056;Kriesbachstrasse;2020;Hedera_helix;Aphis_hederae;1;;1;0;;;;;;;;;;;
Y20-0096;47.40763729;8.54552489;Gubelstrasse;2020;Hedera_helix;Aphis_hederae;0;dead;0;0;;;;;;;;;;;
Y20-0097;47.4076425;8.54547881;Gubelstrasse;2020;Hedera_helix;Aphis_hederae;1;;1;0;;;;;;;;;;;
Y20-0098;47.40763042;8.54541884;Gubelstrasse;2020;Hedera_helix;Aphis_hederae;0;;0;0;;;;;;;;;;;
Y20-0099;47.40634066;8.54586149;Regensbergstrasse;2020;Hedera_helix;Aphis_hederae;1;;1;0;;;;;;;;;;;
Y20-0100;47.40556036;8.54692646;Oerlikonerstrasse;2020;Hedera_helix;Aphis_hederae;0;dead;0;0;;;;;;;;;;;
Y20-0101;47.40599192;8.54693592;Oerlikonerstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0102;47.40595702;8.54695746;Oerlikonerstrasse;2020;Hedera_helix;Aphis_hederae;0;dead;0;0;;;;;;;;;;;
Y20-0103;47.40615831;8.54698826;Oerlikonerstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;1;;;;;;;;;;;
Y20-0104;47.40614372;8.54697384;Oerlikonerstrasse;2020;Hedera_helix;Aphis_hederae;0;dead;0;0;;;;;;;;;;;
Y20-0105;47.40689505;8.54679427;Regensbergstrasse;2020;Hedera_helix;Aphis_hederae;0;dead;0;0;;;;;;;;;;;
Y20-0106;47.40762695;8.5462303;Gubelstrasse;2020;Hedera_helix;Aphis_hederae;0;dead;0;0;;;;;;;;;;;
Y20-0107;47.53457;8.45291;Stadel;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0108;47.48773;8.45371;Diseldorf;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0109;47.4966;8.45231;Steinmaur;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0110;47.53344;8.44551;Stadel;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0111;47.53258;8.44669;Steinmaur;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0112;47.49246;8.45076;Steinmaur;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0113;47.49208;8.45226;Steinmaur;2020;Urtica_dioica;Aphis_urticata;0;dead;0;0;;;;;;;;;;;
Y20-0114;47.48929;8.45179;Steinmaur;2020;Hedera_helix;Aphis_hederae;1;;1;0;;;;;;;;;;;
Y20-0115;47.41110164;8.54861487;Neudorfstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0116;47.40993663;8.54854104;Neudorfstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0117;47.40975967;8.54841049;Neudorfstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0118;47.40978204;8.54859878;Neudorfstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0119;47.4096378;8.54914363;Neudorfstrasse;2020;Urtica_dioica;Aphis_urticata;0;dead;0;0;;;;;;;;;;;
Y20-0120;47.40915356;8.54973943;Tramstrasse;2020;Urtica_dioica;Aphis_urticata;0;dead;0;0;;;;;;;;;;;
Y20-0121;47.4091857;8.54975301;Tramstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;1;;;;;;;;;;;
Y20-0122;47.40915044;8.54973699;Tramstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0123;47.40904043;8.54976399;Tramstrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0124;47.40853787;8.55108391;Dörflistrasse;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0125;47.40807983;8.55505725;Tramstrasse;2020;Hedera_helix;Aphis_hederae;0;dead;0;0;;;;;;;;;;;
Y20-0126;47.40827698;8.55587625;Tramstrasse;2020;Hedera_helix;Aphis_hederae;0;dead;0;0;;;;;;;;;;;
Y20-0127;47.40911129;8.5586578;Riedgrabenweg;2020;Urtica_dioica;Aphis_urticata;0;dead;0;0;;;;;;;;;;;
Y20-0128;47.40912039;8.55865355;Riedgrabenweg;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0129;47.40913389;8.55846528;Riedgrabenweg;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0130;47.48025;8.46952;Dielsdorf;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0131;47.48153;8.47129;Dielsdorf;2020;Urtica_dioica;Aphis_urticata;1;;1;1;;;;;;;;;;;
Y20-0132;47.48964;8.4704;Dielsdorf;2020;Urtica_dioica;Aphis_urticata;0;dead;0;0;;;;;;;;;;;
Y20-0133;47.48004;8.46785;Dielsdorf;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0134;47.48352;8.47053;Dielsdorf;2020;Urtica_dioica;Aphis_urticata;1;;1;1;;;;;;;;;;;
Y20-0135;47.48328;8.4733;Dielsdorf;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0136;47.48371;8.47069;Dielsdorf;2020;Urtica_dioica;Aphis_urticata;0;dead;0;0;;;;;;;;;;;
Y20-0137;47.48359;8.47272;Dielsdorf;2020;Urtica_dioica;Aphis_urticata;1;;1;1;;;;;;;;;;;
Y20-0138;47.48063;8.47021;Dielsdorf;2020;Urtica_dioica;Aphis_urticata;1;;1;0;;;;;;;;;;;
Y20-0139;47.48081;8.47094;Dielsdorf;2020;Urtica_dioica;Aphis_urticata;0;dead;0;0;;;;;;;;;;;
Y20-0140;47.47982;8.46908;Dielsdorf;2020;Chenopodium_album;Aphis_fabae_fabae;1;;1;1;;;;;;;;;;;
Y20-0141;47.4187103;8.53039144;Seebacherstrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;0;dead;0;0;;;;;;;;;;;
Y20-0142;47.41884238;8.53041079;Seebacherstrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;0;dead;0;0;;;;;;;;;;;
Y20-0143;47.41875018;8.53058808;Seebacherstrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;0;dead;0;0;;;;;;;;;;;
Y20-0144;47.41883768;8.53069266;Seebacherstrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;0;dead;0;0;;;;;;;;;;;
Y20-0145;47.41882446;8.53072169;Seebacherstrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;1;;1;0;;;;;;;;;;;
Y20-0146;47.41885671;8.53080519;Seebacherstrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;0;dead;0;0;;;;;;;;;;;
Y20-0147;47.41894098;8.53094248;Seebacherstrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;0;dead;0;0;;;;;;;;;;;
Y20-0148;47.41889099;8.53093615;Seebacherstrasse;2020;Beta_vulgaris;Aphis_fabae_fabae;0;dead;0;0;;;;;;;;;;;
